time,open,high,low,close,Basis,Upper,Lower,Volume,Trailing Stop,Trailing Stop AMA,Plot,Plot,Plot,Zero line,RSI Cloud Lead,RSI Cloud Base,RSI Overbought ,Signal RSI Overbought,RSI Oversold,Signal RSI Oversold,Baseline,Cloud Flip Bullish,Cloud Flip Bearish,RSI,ADX Current Timeframe,ADX Different Timeframe
2025-10-31T09:30:00-05:00,272.1861379161322,272.1861379161322,269.85840229,270.5814513725,268.8868441040833,272.9923919822297,264.7812962259369,784734,263.7132869301641,263.6574275495017,48.133009661800976,54.97009735909588,1.6871317156238774,0,59.53087848624186,66.86669259378881,70,80,30,20,50,,66.86669259378881,57.037793649319134,50.598414272394585,37.998387253881496
2025-10-31T10:30:00-05:00,271.38379464431614,272.58575842,269.96829576,271.441867295,269.09027190358336,273.0755133656772,265.10503044148953,798303,263.7132869301641,263.661953109799,44.225328451303,51.38850772316491,1.618725720811085,0,57.522255871342495,65.9449962484257,70,80,30,20,50,,,59.95397000356541,51.94454077236201,37.998387253881496
2025-10-31T11:30:00-05:00,271.4128309696581,272.8954582,269.89836355,271.262041615,269.28216921375,273.1096953090452,265.45464311845484,707063,263.7132869301641,263.66420285995184,39.17347478908684,47.31683007847223,1.5323391951792473,0,55.75464577715755,65.0259034369839,70,80,30,20,50,,,59.05180016261216,53.24951566847861,37.998387253881496
2025-10-31T12:30:00-05:00,271.337436292329,271.77654286,269.84841197,270.80748226,269.4612456191667,273.0471430126618,265.87534822567153,336289,263.7132869301641,263.66420285995184,33.94918720118988,42.86094911937811,1.410933744269073,0,52.84593419105457,63.91952136628194,70,80,30,20,50,,,56.72803790671922,54.40829183795886,37.998387253881496
2025-10-31T13:30:00-05:00,271.0724592761645,271.90641696,271.00728857,271.5742389725,269.66238397116666,273.01530347209655,266.3094644702368,394345,263.7132869301641,263.670004792583,33.59770374708697,39.77320066194773,1.3609022741055696,0,54.61149259232902,63.34557627327434,70,80,30,20,50,,,59.614933168724946,55.510585870007866,37.998387253881496
2025-10-31T14:30:00-05:00,271.32334912433225,272.37596179,269.69855724,270.9798152,269.84732968683335,272.83896560571486,266.85569376795183,863453,263.7132869301641,263.670004792583,30.935800865908735,36.82740072993473,1.258776550397954,0,52.556493842497005,62.42878331263118,70,80,30,20,50,,,56.469629068450686,55.13063563627345,37.998387253881496
2025-11-03T08:30:00-06:00,271.15158216216616,271.15158216216616,266.0021405,268.5221975875,269.92517089508334,272.6405601751819,267.20978161498476,1042952,263.7132869301641,263.670004792583,28.22633861533599,33.96038002506848,0.9683692188560826,0,43.08179782221753,60.2019522237739,70,80,30,20,50,,,45.72755014620158,51.98534550009999,39.69804136286569
2025-11-03T09:30:00-06:00,269.8368898748331,269.8368898748331,266.25189839,267.00491841999997,269.89740614308334,272.71279072217936,267.0820215639873,308365,264.54578128516454,263.670004792583,21.842724842572412,29.921161630903125,0.6087700458092513,0,35.08171862537928,57.58748400301069,70,80,30,20,50,,,40.59344056804977,49.06471894508178,39.69804136286569
2025-11-03T10:30:00-06:00,268.42090414741654,268.42090414741654,266.27187902,266.95871321,269.83996182891667,272.81782996306583,266.8620936947675,216023,264.54578128516454,263.670004792583,19.187420427325197,26.34324789637715,0.316409365891559,0,30.988908131539105,55.30175536280849,70,80,30,20,50,,,40.44451920149422,46.35270857256487,39.69804136286569
2025-11-03T11:30:00-06:00,267.68980867870823,267.7404554,266.99118174,267.357077045,269.80541198783334,272.8723236386264,266.73850033704025,235776,264.54578128516454,263.670004792583,19.34354600630323,24.010013933019177,0.11552436002000377,0,31.29902030922601,53.58236090120541,70,80,30,20,50,,,42.40629690078539,43.8344132266563,39.69804136286569
2025-11-03T12:30:00-06:00,267.5234428618541,268.34986465,267.06111395,267.4807072,269.77086214683334,272.9173641367325,266.6243601569342,274718,264.68837190632735,263.670004792583,20.045455815469296,22.68849456050255,-0.03331845968017433,0,32.234083224158425,52.175840132659246,70,80,30,20,50,,,43.03345513710916,41.84254069022767,39.69804136286569
2025-11-03T13:30:00-06:00,267.502075030927,267.51067814,266.65151101,267.1585195225,269.70867243283334,272.98290272291473,266.43444214275195,251790,264.68837190632735,263.670004792583,19.411181636627756,21.59605691921095,-0.17525508802441436,0,31.62602895571564,50.78670134968369,70,80,30,20,50,,,41.75729926034254,39.67822905090684,39.69804136286569
