pnl,pnl_pct,exit_date,entry_date,exit_price,entry_price,entry_close,exit_close,entry_supertrend_trend,exit_supertrend_trend
2121.349563598633,21.255367925918943,2025-08-07,2025-08-06,220.02999877929688,181.4600067138672,212.603,219.3625,1,1
2386.7996826171875,20.013077250919153,2025-11-11,2025-11-10,275.25,229.35000610351562,269.1781,274.9927,1,1
-1418.8102264404297,-9.789009453675428,2026-01-20,2026-01-16,246.6999969482422,273.4700012207031,255.2911,246.4694,0,0
