time,open,high,low,close,Basis,Upper,Lower,Volume,Trailing Stop,Trailing Stop AMA,Plot,Plot,Plot,Zero line,RSI Cloud Lead,RSI Cloud Base,RSI Overbought ,Signal RSI Overbought,RSI Oversold,Signal RSI Oversold,Baseline,Cloud Flip Bullish,Cloud Flip Bearish,RSI,ADX Current Timeframe,ADX Different Timeframe
2025-12-16T13:45:00-06:00,273.54584122231245,274.42,273.54584122231245,274.11375,273.2932083333329,274.22089040999447,272.3655262566714,79021,,,73.94023700438798,60.91530209797431,-0.1315977566383708,0,63.13239394139214,45.29589192133401,70,80,30,20,50,,,56.820433515730244,21.425477814067847,35.11407539225046
2025-12-16T14:00:00-06:00,273.8297956111562,274.64,273.8297956111562,274.2725,273.30987499999964,274.2879965737668,272.33175342623247,81745,,,78.31344438790173,66.71468286128345,-0.0496170596045431,0,66.55747467909868,47.03581780825304,70,80,30,20,50,,,58.34533607322677,21.55872932743566,35.11407539225046
2025-12-16T14:15:00-06:00,274.0511478055781,274.81,274.0511478055781,274.51,273.3478749999996,274.4167547000595,272.27899529993965,90916,,,81.89266122210468,71.77400898155719,0.0341241367565317,0,69.89012909543811,48.84275110623617,70,80,30,20,50,,,60.587817543126484,21.905156405987267,35.11407539225046
2025-12-16T14:30:00-06:00,274.28057390278906,275.35,274.28057390278906,274.9,273.404208333333,274.60773967982976,272.2006769868362,149360,,,83.2262464573692,75.59142147349452,0.13045556824448568,0,73.85075486563196,50.8655593148399,70,80,30,20,50,,,64.01381267076411,22.86846298724012,35.11407539225046
2025-12-16T14:45:00-06:00,274.59028695139455,275.5,274.45,274.8925,273.45545833333296,274.7718904566679,272.139026209998,299743,,,81.84745440254045,77.67676578317649,0.20384394826214702,0,75.68206147596511,52.60332175701604,70,80,30,20,50,,,63.898777631160975,23.925535998509876,35.11407539225046
2025-12-17T08:30:00-06:00,274.74139347569724,276.15,274.74139347569724,275.41875,273.51983333333294,275.01322387373455,272.02644279293133,213746,,,80.1846953400903,78.51274230214777,0.30099901581718314,0,79.28136482140715,54.684867638589125,70,80,30,20,50,,,68.21491586881416,25.53571374828373,32.950788904648284
2025-12-17T08:45:00-06:00,275.0800717378486,275.98,274.97,275.46,273.5807916666663,275.22869822812464,271.93288510520796,177454,,,79.51131588073525,78.84560016167693,0.37697806856465377,0,81.26386406594246,56.53121798430746,70,80,30,20,50,,,68.53249523147664,27.030878801645166,32.950788904648284
2025-12-17T09:00:00-06:00,275.2700358689243,275.88,274.98,275.3825,273.6358749999996,275.4059911863307,271.8657588136685,118952,,,77.42159518709752,78.37093183681712,0.42602743389596753,0,80.39337362760179,57.95032325914283,70,80,30,20,50,,,67.17450754557274,28.41924635119507,32.950788904648284
2025-12-17T09:15:00-06:00,275.3262679344622,275.855,275.25,275.5,273.6875416666663,275.5777282188309,271.79735511450167,92548,,,76.62770492031395,77.78985619798273,0.46897462970946435,0,80.70877795636574,59.317378996665596,70,80,30,20,50,,,68.20324129056357,29.70844479006284,32.950788904648284
2025-12-17T09:30:00-06:00,275.4131339672311,275.725,274.92,275.27875,273.7709999999996,275.71303645277095,271.8289635472283,101104,,,71.90161289483915,75.8271084302682,0.479628704723325,0,75.24668853132142,59.958776073211794,70,80,30,20,50,,,64.12785707076208,29.985585406984566,32.950788904648284
2025-12-17T09:45:00-06:00,275.34594198361555,275.34594198361555,274.31,274.74749999999995,273.8268333333329,275.7816025796196,271.8720640870462,126228,,,58.99366273353527,70.21595986469056,0.44013114292818045,0,62.751104124814105,59.37032512940846,70,80,30,20,50,,,55.545393994686776,28.82143586689209,32.950788904648284
2025-12-17T10:00:00-06:00,275.0467209918078,275.06,273.8,274.315,273.8583333333329,275.81309720815284,271.90356945851295,108725,,,46.634073028030514,62.35533091913721,0.36966859573340116,0,51.22682849508172,58.08258531967748,70,80,30,20,50,,58.08258531967748,49.712276556426126,26.780042813074445,32.950788904648284
2025-12-17T10:15:00-06:00,274.68086049590386,274.68086049590386,273.05,273.5775,273.87374999999963,275.81204671804056,271.9354532819587,163738,,,36.76142502943949,53.824028955904645,0.2514182400026357,0,39.615400616095755,55.89494872912346,70,80,30,20,50,,,41.67531089052235,25.979443229758413,32.950788904648284
2025-12-17T10:30:00-06:00,274.1291802479519,274.1291802479519,272.75,273.145,273.8738749999996,275.81198322190653,271.93576677809267,112128,,,28.380165705900684,45.34274120590333,0.12140536027050075,0,31.46050742687401,53.48420387887454,70,80,30,20,50,,,37.8143623522565,25.61976533642088,32.950788904648284
2025-12-17T10:45:00-06:00,273.63709012397595,273.63709012397595,272.31,272.72,273.84945833333296,275.8262557943797,271.87266087228625,91598,,,22.6439978457142,37.77649341917362,-0.0157432533118822,0,25.50328739289885,50.94471801569366,70,80,30,20,50,,,34.438059905017965,25.801486114579514,32.950788904648284
2025-12-17T11:00:00-06:00,273.17854506198796,273.17854506198796,272.29,272.48625,273.8201666666663,275.8501373904484,271.79019594288417,78024,,,16.91818983586114,30.82372555806946,-0.14166318414351053,0,21.607956010256068,48.51319355509438,70,80,30,20,50,,,32.708284561199065,25.993063680804035,32.950788904648284
2025-12-17T11:15:00-06:00,272.83239753099394,273.12,272.35,272.6725,273.81099999999964,275.859053689995,271.7629463100043,90152,,,14.855230811565148,25.500893975901352,-0.22384645548856952,0,22.960142987362634,46.776599711464556,70,80,30,20,50,,,35.48873972787071,26.170957135155376,32.950788904648284
2025-12-17T11:30:00-06:00,272.752448765497,273.51,272.752448765497,273.065,273.8108749999996,275.8591103330984,271.76263966690084,70974,,,17.424108265448833,22.80863207241718,-0.2543735603260302,0,29.86948038912994,46.008995692908556,70,80,30,20,50,,,41.019569572294564,25.496888065734158,32.950788904648284
2025-12-17T11:45:00-06:00,272.90872438274846,273.63,272.90872438274846,273.24375,273.7999999999996,275.8566825027797,271.74331749721955,67448,,,22.019301962451568,22.545522035761977,-0.2611327044542122,0,35.86787523137741,45.661064231271645,70,80,30,20,50,,,43.39950973063171,24.625732753011192,32.950788904648284
2025-12-17T12:00:00-06:00,273.0762371913742,273.69,272.8,273.17749999999995,273.77674999999965,275.8452514303065,271.7082485696928,59482,,,25.359438372078873,23.483494147867606,-0.2687373592047493,0,38.16318384661648,45.26780295667737,70,80,30,20,50,,,42.711604671814584,23.98956222483795,32.950788904648284
2025-12-17T12:15:00-06:00,273.1268685956871,273.21,272.65,272.92125,273.7551249999996,275.84527146129227,271.664978538707,75495,,,25.707168209956404,24.224718835230536,-0.29207448347705167,0,36.645694998472194,44.574261691259316,70,80,30,20,50,,,40.06624346604196,23.638420686828315,32.950788904648284
